rep,subj_n,b1,parameter,Estimate,Est.Error,Q2.5,Q97.5
2,200,1.39,groupembodied,1.2266310453920124,0.22896481991479278,0.7930849219999999,1.6923977574999998
2,200,1.39,pre_score_z,0.23939402415572575,0.1002124817177123,0.04570812552500002,0.4420875539999999
3,100,0.15,Intercept,0.06286859150379748,0.6733358591040517,-1.3031668049999998,1.3872811224999997
3,100,0.15,groupembodied,0.21043178751477754,0.29514357340761077,-0.37685067324999993,0.7707718459999996
3,100,0.15,pre_score_z,0.2565412863749921,0.14051471599473145,-0.010765912274999997,0.53729535325
3,100,0.4,Intercept,-0.6307787649171938,0.6118414282236021,-1.8426147425000001,0.5975745339999997
3,100,0.4,groupembodied,0.6885931078499378,0.313594582394741,0.062063620225000025,1.2972384525
3,100,0.4,pre_score_z,0.2522636828626025,0.1345364125033137,-0.012558319174999999,0.5144722619999998
3,100,0.87,Intercept,0.37974252429001315,0.42852599137065084,-0.48885526799999995,1.2177736824999998
3,100,0.87,groupembodied,0.42662140395995374,0.28384399697375573,-0.13994217025,0.9775759547499997
3,100,0.87,pre_score_z,0.5772490387825,0.11985795014066167,0.34552662,0.81912883675
3,100,1.39,Intercept,0.48859178670986375,0.5227436575972825,-0.5635089287499999,1.5316405299999998
3,100,1.39,groupembodied,0.8599394828686125,0.3598681507562318,0.11375511675,1.5614842225000003
3,100,1.39,pre_score_z,0.198445442395964,0.1605314786386182,-0.11177304674999998,0.5215305095
3,150,0.15,Intercept,-0.1457353157655902,0.4494205293211488,-1.022483165,0.761200705
3,150,0.15,groupembodied,0.0540060823097245,0.22376902923976458,-0.38358587974999997,0.49590638674999993
3,150,0.15,pre_score_z,0.16026900229992663,0.09747352207259895,-0.028338492524999995,0.3549989745
3,150,0.4,Intercept,0.12644875754593277,0.5681084818744958,-0.9806743759999998,1.24462742
3,150,0.4,groupembodied,0.5074209604797034,0.2570236923637317,0.003428362147500009,1.0049179699999993
3,150,0.4,pre_score_z,0.07072801369818063,0.12848140462154978,-0.174588422,0.3278746644999999
3,150,0.87,Intercept,0.09921490513915249,0.45845308721092753,-0.8383298545,0.9958155392499994
3,150,0.87,groupembodied,0.7548959366973625,0.27522149672255036,0.23227764725,1.2999377424999998
3,150,0.87,pre_score_z,0.43181029056715,0.13205296467511626,0.17709488475,0.6881903074999997
3,150,1.39,Intercept,-0.006848847027037505,0.5551515715792117,-1.1347543850000001,1.0580700599999993
3,150,1.39,groupembodied,1.32217182407625,0.26296837105150334,0.808126962,1.8518758149999996
3,150,1.39,pre_score_z,0.2906274924560625,0.12325822647883594,0.044350772200000006,0.53163051175
