rep,subj_n,b1,parameter,Estimate,Est.Error,Q2.5,Q97.5
18,200,0.87,pre_score_z,0.32339458722682873,0.11306947309221255,0.10030118750000001,0.54799409375
18,200,1.39,Intercept,-0.9315716963559,0.5025557705663101,-1.9676075149999999,0.04486889277499997
18,200,1.39,groupembodied,1.58290586163625,0.28442254928116856,0.98366972225,2.109366175
18,200,1.39,pre_score_z,0.3671598720405,0.0993021958263073,0.17563710575,0.5652801762499999
19,100,0.15,Intercept,-0.5410586745477163,0.5667892241455585,-1.664563165,0.6106305599999999
19,100,0.15,groupembodied,0.316236539316259,0.2464415442607871,-0.16877086825,0.8023404107499995
19,100,0.15,pre_score_z,0.15913881337571326,0.1278099456944095,-0.09099828554999999,0.40878268175
19,100,0.4,Intercept,-0.12467571167315734,0.4670892126118188,-1.0415180124999999,0.8156328859999996
19,100,0.4,groupembodied,0.5017378517315763,0.31135718176972554,-0.09297856119999999,1.126649345
19,100,0.4,pre_score_z,0.51666577269295,0.14774185794789782,0.22267435525,0.8075585709999997
19,100,0.87,Intercept,-0.28094954028307473,0.6655139690584698,-1.6097707474999998,1.0577788549999996
19,100,0.87,groupembodied,0.5108045089046938,0.3125723296671735,-0.1035024515,1.1398923699999994
19,100,0.87,pre_score_z,0.23861921897008787,0.16633732597485912,-0.08437727572499999,0.5719210427499993
19,100,1.39,Intercept,-0.05311590331885553,0.6049840871233247,-1.275534595,1.1135528674999988
19,100,1.39,groupembodied,1.098574423517425,0.2797954763145124,0.5560671129999999,1.6496322174999998
19,100,1.39,pre_score_z,0.13770547386110724,0.13629406953524345,-0.12904701775,0.41203372824999956
19,150,0.15,Intercept,0.042157276867412496,0.42814070054272085,-0.81135128275,0.8968568624999993
19,150,0.15,groupembodied,0.3542789172729353,0.2320896389078383,-0.08956537314999999,0.81541002775
19,150,0.15,pre_score_z,0.30102213058141253,0.1119242067982706,0.08482670627500001,0.5265642987499999
19,150,0.4,Intercept,0.09392979876083438,0.625157405454828,-1.1815620825,1.3570706549999998
19,150,0.4,groupembodied,0.2777643973931384,0.2774282652978577,-0.2796103245,0.8096553182499998
19,150,0.4,pre_score_z,0.17013122187007804,0.11953682834889018,-0.057638762474999994,0.40462445649999995
19,150,0.87,Intercept,-0.3464255181271937,0.589321665464565,-1.5231372399999998,0.8409815699999995
19,150,0.87,groupembodied,0.94797120123581,0.29010385402402705,0.36591490700000007,1.508097195
19,150,0.87,pre_score_z,0.51831690718525,0.1310869474904543,0.26149118174999997,0.7765062672499999
19,150,1.39,Intercept,-0.04812635084904365,0.5008161075659867,-1.0608841275,0.9562339557499995
19,150,1.39,groupembodied,0.8690836802527,0.26873062459532515,0.34310534025,1.38664759
19,150,1.39,pre_score_z,0.03913441256147113,0.11748326024609293,-0.1929783565,0.2716528624999999
19,200,0.15,Intercept,0.08160616335399888,0.5847597116454826,-1.0925608175000001,1.2429015599999989
19,200,0.15,groupembodied,0.290722726533402,0.23648684492295283,-0.17153407724999997,0.7524912564999999
19,200,0.15,pre_score_z,0.239565908318055,0.09505129577598796,0.05731252602499999,0.4328384094999999
19,200,0.4,Intercept,0.8268976687374089,0.5387084715781233,-0.262466331,1.8791767949999998
19,200,0.4,groupembodied,-0.02544115560551295,0.2110362661768416,-0.45077590525,0.38138660124999985
19,200,0.4,pre_score_z,0.48875824296375,0.09716349767631238,0.30036692350000005,0.67919531175
19,200,0.87,Intercept,-0.541444258762565,0.688724071011054,-1.93308113,0.8443242789999992
19,200,0.87,groupembodied,0.5572515861097388,0.2284872831328545,0.10052393622500001,0.9942676407499997
19,200,0.87,pre_score_z,0.34521280536268123,0.10570553820486706,0.138496634,0.5520129582499999
19,200,1.39,Intercept,-0.17334202159614376,0.562310401512353,-1.275599975,0.9369191394999993
19,200,1.39,groupembodied,1.5474558325225,0.21132156705046773,1.1224062875,1.9702930625000001
19,200,1.39,pre_score_z,0.364988612076375,0.09081072039679712,0.18884935125000002,0.546948036
20,100,0.15,Intercept,-0.3457846540940637,0.26950503394561065,-0.8841226847499999,0.1813217714999998
20,100,0.15,groupembodied,0.136416576375813,0.37814190071940906,-0.61860410025,0.9021036039999998
20,100,0.15,pre_score_z,0.255185187122872,0.1420187340963259,-0.017362686174999996,0.5430022205
20,100,0.4,Intercept,-0.47076943281345,0.2453896543216424,-0.96053838025,0.017346338849999483
20,100,0.4,groupembodied,0.8497244633791124,0.25453672318910747,0.348048542,1.3535920949999998
20,100,0.4,pre_score_z,0.261595478489005,0.1413016430401621,-0.013086737499999992,0.54642205425
20,100,0.87,Intercept,-0.38049976189786877,0.6367775816639923,-1.6689162975,0.8791130804999997
20,100,0.87,groupembodied,0.6393057077492275,0.3087306568087014,0.028844622675000084,1.2487465399999997
20,100,0.87,pre_score_z,0.36468608924030876,0.15654249228512393,0.06463404712500002,0.6824518732499998
20,100,1.39,Intercept,0.010873639876152233,0.5562586305836156,-1.1426063724999997,1.084220865
20,100,1.39,groupembodied,1.51393543179875,0.29616063902339884,0.92581766575,2.0927899125
20,100,1.39,pre_score_z,0.33456498468583373,0.15767591971720982,0.0248617304,0.6494529892499998
20,150,0.15,Intercept,-0.43914416478741874,0.515401009274508,-1.4435848525,0.5932699532499992
20,150,0.15,groupembodied,0.32502704220541573,0.23302882763167826,-0.13511391875,0.7792124867499999
20,150,0.15,pre_score_z,0.27483522051098125,0.10005910313152053,0.08176868895,0.47073948549999994
20,150,0.4,Intercept,-0.34616680139755834,0.4732926476689594,-1.28066372,0.6136698777499998
20,150,0.4,groupembodied,0.5416149559576963,0.24666489181775061,0.051368966875000005,1.0283365249999998
20,150,0.4,pre_score_z,0.11884817485332137,0.1150994771524519,-0.1068578525,0.33800474624999993
20,150,0.87,Intercept,-0.7852896373044375,0.30666986172029204,-1.40201675,-0.17611441625000032
20,150,0.87,groupembodied,1.01018853813,0.19910343708472658,0.6130533925,1.3984075849999997
20,150,0.87,pre_score_z,0.3979131317635,0.09317949777905514,0.21968115575,0.5822710605
20,150,1.39,Intercept,-0.21219482581032195,0.47254219538369124,-1.17652703,0.7214635332499999
20,150,1.39,groupembodied,1.06387491828275,0.21262780424733066,0.6500172205,1.4793964699999997
20,150,1.39,pre_score_z,0.25836758412889377,0.09705622184804003,0.070389566575,0.4515489682499999
20,200,0.15,Intercept,0.18041663661541502,0.32085263434412037,-0.47272264174999995,0.8137801442499997
20,200,0.15,groupembodied,-0.13741595599232687,0.20118921574507756,-0.532118027,0.25486891325
20,200,0.15,pre_score_z,0.3438148805700609,0.09177958318486601,0.16794743675,0.5235506222499998
20,200,0.4,Intercept,0.7426797758415191,0.42411076653809493,-0.11334805724999998,1.5947606199999977
20,200,0.4,groupembodied,0.11859187378053426,0.187131362544665,-0.24956643825,0.4894193672499994
20,200,0.4,pre_score_z,0.3329891755535,0.08669772082315257,0.16461124575,0.5052153207499999
20,200,0.87,Intercept,-0.613039303855205,0.517300170077671,-1.6171293949999999,0.41093424924999983
20,200,0.87,groupembodied,0.924007964668225,0.2604475179740627,0.40237258375,1.4380429899999996
20,200,0.87,pre_score_z,0.27447974334870623,0.08807545960004841,0.100792212,0.445007037
20,200,1.39,Intercept,0.04983385526835727,0.3751378937005122,-0.6871151074999999,0.8084710484999997
20,200,1.39,groupembodied,1.09216603037,0.1956607458938838,0.703800221,1.4738932524999997
20,200,1.39,pre_score_z,0.17977167765228189,0.09654309258641737,-0.007072004574999997,0.372706356
21,100,0.15,Intercept,-0.2735218665744241,0.4922786376388514,-1.2753701675,0.7007651665
21,100,0.15,groupembodied,0.5728240694004862,0.30849942428751603,-0.02289459257499995,1.1830632024999996
21,100,0.15,pre_score_z,0.33577228376719936,0.15977148169173694,0.025937781650000012,0.6521132369999996
21,100,0.4,Intercept,-0.4633337645432968,0.42336079030608087,-1.3205032625,0.3466314802499999
21,100,0.4,groupembodied,0.5419460953596401,0.29487668712910137,-0.02892133477499995,1.1248834649999997
21,100,0.4,pre_score_z,0.2748857204083475,0.14349458816515204,6.966743660000017e-4,0.5622160319999998
21,100,0.87,Intercept,-0.51877404786843,0.5487894963164651,-1.6302338175,0.5550272892499993
21,100,0.87,groupembodied,1.25385131795225,0.2906036833068344,0.6867673627499999,1.8307081900000002
21,100,0.87,pre_score_z,0.30857741661849497,0.13348526967824045,0.04894157097500001,0.57425070675
21,100,1.39,Intercept,0.35211365539328626,0.41422586539180634,-0.4583937345,1.1983210249999998
21,100,1.39,groupembodied,0.96197319617125,0.24824116918850495,0.47187856575000003,1.4644634575000002
21,100,1.39,pre_score_z,0.24107944287485625,0.12305800462479027,0.005606375932500004,0.4869478717499998
21,150,0.15,Intercept,-0.7388366503079125,0.4277669989955371,-1.5770692624999998,0.11374794349999998
21,150,0.15,groupembodied,0.157525559564294,0.24093283117794423,-0.32224639650000003,0.6359741129999991
21,150,0.15,pre_score_z,0.2935678316198925,0.11415716123198105,0.06948378830000002,0.5213192974999998
21,150,0.4,Intercept,-0.22289512533244,0.6213305554716975,-1.4587847225,1.0473019899999996
21,150,0.4,groupembodied,0.319244359967145,0.2799865576628277,-0.21147403525,0.8785277465
21,150,0.4,pre_score_z,0.29425675715522376,0.09289853837021904,0.1167924315,0.4842796845
21,150,0.87,Intercept,0.13155288852473226,0.40925138766482494,-0.678762342,0.9422117984999991
21,150,0.87,groupembodied,0.63648107490991,0.2525099079726016,0.13470255975000003,1.1420976424999998
21,150,0.87,pre_score_z,0.362902448931,0.10881318881775037,0.15656768475,0.57559543725
21,150,1.39,Intercept,-0.6348144439708563,0.4015826391108154,-1.4190315175,0.18983823374999942
21,150,1.39,groupembodied,1.12871443630025,0.2779198323147753,0.58061159325,1.66585802
21,150,1.39,pre_score_z,0.383826306997075,0.12822715119929518,0.13857246425,0.6377920842499999
21,200,0.15,Intercept,-0.4911443349446523,0.5954950657229392,-1.6725092524999998,0.6860267567499989
21,200,0.15,groupembodied,0.325109550555295,0.2281309125625413,-0.12392198025,0.7634850304999996
21,200,0.15,pre_score_z,0.25324069208869887,0.10099366701703426,0.05326642225000001,0.45199926024999987
21,200,0.4,Intercept,0.13540902655764273,0.3043164562552601,-0.46558789675,0.7438650259999996
21,200,0.4,groupembodied,0.2082726939591391,0.18976081318741145,-0.158951403,0.5773633649999999
21,200,0.4,pre_score_z,0.338282726496625,0.08471342537246386,0.17158714225,0.5085885942499999
21,200,0.87,Intercept,-0.46150653199330866,0.509570579294769,-1.4768195149999999,0.530051827
21,200,0.87,groupembodied,1.082669648772,0.21935341490633337,0.65404,1.52223551
21,200,0.87,pre_score_z,0.436006983549875,0.10497984199118378,0.2309189215,0.65011120525
21,200,1.39,Intercept,0.3110745825230788,0.4227671823346348,-0.5339638800000001,1.1418095974999996
21,200,1.39,groupembodied,1.34917128028,0.225589627047789,0.90036331125,1.7870494224999998
21,200,1.39,pre_score_z,0.315260749352595,0.11295918536985515,0.091607808775,0.5343619054999998
22,100,0.15,Intercept,0.06563453540619002,0.4913432459456499,-0.9113841782499998,1.0477281924999995
22,100,0.15,groupembodied,0.14113372226608925,0.28076045214047163,-0.40342290875,0.7000147579999997
22,100,0.15,pre_score_z,0.03238017488445238,0.11821576262037901,-0.20142229,0.26289620624999993
22,100,0.4,Intercept,0.32634348960985765,0.516742893007356,-0.7471074934999999,1.3244284299999993
22,100,0.4,groupembodied,0.20278003884294374,0.31017580450624044,-0.40507863925000004,0.8175402002499998
22,100,0.4,pre_score_z,0.3739238271919075,0.1437083493912969,0.10272499975,0.6585385227499999
22,100,0.87,Intercept,-0.19633668629451756,0.5165934383350768,-1.229392485,0.8390827792499994
22,100,0.87,groupembodied,1.003712317235625,0.29034591511233293,0.43522560825,1.5805257600000002
22,100,0.87,pre_score_z,0.25692142331039336,0.14467110605597497,-0.017553846774999986,0.5543944247499998
22,100,1.39,Intercept,-0.34731032678524676,0.4302396957410488,-1.219249575,0.48009349724999983
22,100,1.39,groupembodied,1.31406182668125,0.26384532932323285,0.793185773,1.8471131975
22,100,1.39,pre_score_z,0.3460249803255125,0.11711107093879068,0.11506968999999999,0.5749965997499998
22,150,0.15,Intercept,-0.7688270239485551,0.6159830689922899,-1.984455965,0.48333105799999965
22,150,0.15,groupembodied,0.15891997819399037,0.26994711431256974,-0.3719349995,0.6875676439999999
22,150,0.15,pre_score_z,0.4019218788418875,0.12332029074821009,0.1640246555,0.6519761517499996
22,150,0.4,Intercept,-0.07169689199883249,0.502735947401956,-1.08861693,0.9277585332499984
22,150,0.4,groupembodied,0.2654282946669725,0.2415098121041364,-0.21734137474999995,0.7290088232499998
22,150,0.4,pre_score_z,0.261519247614795,0.1103470738554056,0.044866782050000005,0.47525715699999993
22,150,0.87,Intercept,-0.20396459878922252,0.4973413886878126,-1.2091293725,0.7568343097499997
22,150,0.87,groupembodied,0.795605284801475,0.24043624336178093,0.32951278225,1.2699972675
22,150,0.87,pre_score_z,0.3308521787609625,0.11267372537550692,0.11353456375000001,0.5556613045
22,150,1.39,Intercept,-0.6049446077601371,0.524698929117169,-1.6238371825,0.45975954899999943
22,150,1.39,groupembodied,1.24244526710375,0.22451115249315948,0.80158921125,1.6812068599999996
22,150,1.39,pre_score_z,0.371362170932985,0.10885783908459098,0.16001026475000002,0.5888829339999999
22,200,0.15,Intercept,-0.506508123120465,0.45533125520452616,-1.401671795,0.4177878859999992
22,200,0.15,groupembodied,0.33588996296131124,0.1900421010450891,-0.04329301757499998,0.7132385269999999
22,200,0.15,pre_score_z,0.408173620318875,0.09294373318500788,0.22845633750000002,0.5950347534999999
22,200,0.4,Intercept,-0.2791595939439863,0.5099093886406699,-1.282089695,0.7408493737499993
22,200,0.4,groupembodied,0.19119363184089336,0.209392077089009,-0.2221040905,0.6015645777499999
22,200,0.4,pre_score_z,0.357188951052125,0.0922946522922032,0.18281852800000004,0.5431690637499998
22,200,0.87,Intercept,0.059080912945345,0.35250479585697364,-0.6372797652500001,0.7447269704999997
22,200,0.87,groupembodied,1.17786118699625,0.22378552802693952,0.7308390635,1.6181994499999999
22,200,0.87,pre_score_z,0.30342789406092874,0.11092712542022266,0.087768495625,0.5273099857499999
22,200,1.39,Intercept,-0.7583846566857938,0.5091074564717588,-1.7749228775,0.27867281249999964
22,200,1.39,groupembodied,1.61432495520625,0.19951499788614802,1.232397475,2.01180294
22,200,1.39,pre_score_z,0.1535440377477238,0.09932327652034721,-0.03932645212499998,0.34908539825
23,100,0.15,Intercept,-0.11903401030281525,0.4308181460782612,-0.9787193052500001,0.7368325962499999
23,100,0.15,groupembodied,-0.1322000189391646,0.30440762830073476,-0.746242891,0.48135334449999995
23,100,0.15,pre_score_z,0.38319507712645,0.1431404880998706,0.1070686195,0.6715192472499998
23,100,0.4,Intercept,-0.5679661768281982,0.6170900732484953,-1.7601530650000001,0.6953290367499985
23,100,0.4,groupembodied,0.853439098591775,0.31662578823029125,0.23365791000000002,1.4777309999999995
23,100,0.4,pre_score_z,0.6219018862075,0.14503167994485977,0.34100674775,0.9182776457499998
23,100,0.87,Intercept,-0.26593369724565463,0.6308847274954258,-1.5293473475,0.9774133359999995
23,100,0.87,groupembodied,1.139165708848375,0.33705666023286496,0.47299501850000003,1.8057223224999996
23,100,0.87,pre_score_z,0.5040912798114126,0.16614853634008772,0.18610044350000002,0.8400626357499997
23,100,1.39,Intercept,0.026575320243467617,0.452395403818458,-0.8752145554999999,0.9396021684999996
23,100,1.39,groupembodied,1.2960515646619999,0.3286400985300118,0.64146566025,1.936925895
23,100,1.39,pre_score_z,0.22742718537292625,0.17637582763590173,-0.11655314025,0.5745012832499996
23,150,0.15,Intercept,-0.026914901402503497,0.497592388197338,-1.0349130350000002,0.9355166572499996
23,150,0.15,groupembodied,0.3333810698008812,0.25495813382486615,-0.15833578625,0.8418831317499997
23,150,0.15,pre_score_z,0.3445060472514,0.1158777817363865,0.11934009999999999,0.5716756809999999
23,150,0.4,Intercept,-0.49288207263031125,0.5350271229076665,-1.541012665,0.5497118282499999
23,150,0.4,groupembodied,0.5168162638474213,0.24959830163156763,0.021833132200000046,1.0016413874999999
23,150,0.4,pre_score_z,0.37056243275445,0.108903540884737,0.16065273249999998,0.5864769375
23,150,0.87,Intercept,-0.15586081417004707,0.29893443738873304,-0.7636175707499999,0.44132708524999986
23,150,0.87,groupembodied,0.81018394226195,0.231074902658963,0.35865763425,1.2621071074999999
23,150,0.87,pre_score_z,0.18659472566322188,0.10352640024054933,-0.01700979604999999,0.38648044099999995
23,150,1.39,Intercept,-0.0019235839346892238,0.5955398958494944,-1.19969613,1.1742675875
23,150,1.39,groupembodied,1.2545797857535,0.2763787218666975,0.69365518725,1.7875941175
23,150,1.39,pre_score_z,0.3222117128501312,0.11937283782791921,0.090075305775,0.5616132204999998
23,200,0.15,Intercept,-0.37003138362922994,0.39839741996575284,-1.1467208324999998,0.4220831617499997
23,200,0.15,groupembodied,0.47277579615169874,0.21881806141906035,0.04332585365,0.9038651954999998
23,200,0.15,pre_score_z,0.376170259048125,0.10476575706777504,0.17088789175000002,0.5855637752499999
23,200,0.4,Intercept,-0.8499770661153185,0.5228190032995041,-1.8997402575,0.1886911987499999
23,200,0.4,groupembodied,0.10881002243906127,0.251217369210701,-0.3898947105,0.6029867807499999
23,200,0.4,pre_score_z,0.21522478553989374,0.10615498510891785,0.0057650303425000006,0.42518691224999994
23,200,0.87,Intercept,-0.862579274237425,0.4059894340669699,-1.656247015,-0.06354474712500105
23,200,0.87,groupembodied,0.781704820561125,0.20638737304223814,0.3709597895,1.18294049
23,200,0.87,pre_score_z,0.30542434530606,0.10553208605932336,0.09698297892499999,0.5142347955
23,200,1.39,Intercept,0.6028489117320676,0.3088911061068375,-0.041139963249999995,1.1937236450000002
23,200,1.39,groupembodied,1.246656905163,0.22969308160613763,0.79336785525,1.6950056875
23,200,1.39,pre_score_z,0.21319523591266187,0.10301561556684326,0.012810284825000004,0.4183869759999999
24,100,0.15,Intercept,-0.6903053208483837,0.5630859565863376,-1.8034800524999999,0.4498654944999989
24,100,0.15,groupembodied,0.16170231493175805,0.3005133485790124,-0.43310198824999996,0.7555403447499998
24,100,0.15,pre_score_z,0.2319706994925225,0.14739500775824005,-0.059461418849999996,0.52262649975
24,100,0.4,Intercept,-0.2813512809839573,0.4960350214393885,-1.2490550024999998,0.7105795324999997
24,100,0.4,groupembodied,0.610630493672275,0.2789800971171305,0.05879613042500002,1.1564407125
24,100,0.4,pre_score_z,0.20174952192870718,0.1337080318674744,-0.0555360681,0.4673531909999999
24,100,0.87,Intercept,0.2896067335529688,0.5514206589155082,-0.8257913004999999,1.3968895799999996
24,100,0.87,groupembodied,0.6030140421557875,0.31288445721522185,-0.015781847274999986,1.2134681449999998
24,100,0.87,pre_score_z,0.31716818344619,0.17013722802666473,-0.011065526499999999,0.6520178244999999
24,100,1.39,Intercept,-0.04854661668993251,0.5474063345682947,-1.1617526575000001,1.0059881499999999
24,100,1.39,groupembodied,1.28923209544375,0.2568946426914782,0.79534053975,1.7927039449999995
24,100,1.39,pre_score_z,0.28715726875759373,0.12210804106522585,0.056284287675,0.5282920884999998
24,150,0.15,Intercept,0.46614223598696536,0.4702081175967587,-0.47678110724999995,1.3998664274999986
24,150,0.15,groupembodied,-0.0010974347330564964,0.23898305435503053,-0.484137025,0.4709076495
24,150,0.15,pre_score_z,0.1846103055716636,0.10114471850972225,-0.010739436999999987,0.38491874475000004
24,150,0.4,Intercept,-0.5948892812748449,0.5153836732290779,-1.6164780625000001,0.4262601047499998
24,150,0.4,groupembodied,0.41414375159385625,0.2289310449003361,-0.03851717962499999,0.8696451819999996
24,150,0.4,pre_score_z,0.06478139100298758,0.11029556629154952,-0.15373052700000003,0.2781610135
24,150,0.87,Intercept,-0.10890644699155451,0.5408532151525858,-1.191890655,0.9568663919999996
24,150,0.87,groupembodied,0.7811175955362625,0.2613065725703443,0.2598638145,1.297185017499999
24,150,0.87,pre_score_z,0.2110533762475411,0.10306758744013615,0.008950119465000003,0.4127178469999999
24,150,1.39,Intercept,-0.22766606203540463,0.29454838111078735,-0.80953577375,0.3655010609999993
24,150,1.39,groupembodied,1.40754918222125,0.2445860015491781,0.9380239365,1.8885688449999998
24,150,1.39,pre_score_z,0.3387418360576751,0.12263576323492811,0.10086920225,0.5791923782499999
24,200,0.15,Intercept,0.7843228412497787,0.5474420783552061,-0.32885172725,1.8715478225
24,200,0.15,groupembodied,0.04870325083875551,0.3016356579455709,-0.511521662,0.6721416109999994
24,200,0.15,pre_score_z,0.40505812492675,0.10057312749386214,0.21211442625,0.60824944825
24,200,0.4,Intercept,-0.3488773174249827,0.32338811174028864,-0.9904852939999998,0.2865915374999999
24,200,0.4,groupembodied,0.4506470880689375,0.2328678300813716,-0.013313107724999978,0.90560358675
24,200,0.4,pre_score_z,0.36201530427075,0.10483084306961143,0.16134605925,0.5689658672499999
24,200,0.87,Intercept,0.3799321538301304,0.37981164136076473,-0.3864169985,1.137128185
24,200,0.87,groupembodied,0.65941985048595,0.2181105796686518,0.22938904425,1.1019352374999998
24,200,0.87,pre_score_z,0.449449765597125,0.09691104533660151,0.26187448425000004,0.6429454115
24,200,1.39,Intercept,-0.12296422954650213,0.6545529033813039,-1.4254031725,1.1667072124999989
24,200,1.39,groupembodied,1.160045134165,0.24515810703469476,0.66696565775,1.6315233324999996
24,200,1.39,pre_score_z,0.259699097280825,0.10844686231755156,0.052579181825,0.4739682195
25,100,0.15,Intercept,-0.7595104514815375,0.22530115332603348,-1.2200386975,-0.31698927475000077
25,100,0.15,groupembodied,0.43692788605329375,0.26896111741093387,-0.09787822935,0.9675520137499999
25,100,0.15,pre_score_z,0.29433523623133123,0.13796560580500442,0.024159944575000005,0.5697492702499996
25,100,0.4,Intercept,-0.07588424955898627,0.503122879734436,-1.0736671450000002,0.9245596532499993
25,100,0.4,groupembodied,0.5409089509511863,0.290832386694639,-0.034119412599999975,1.1052456799999997
25,100,0.4,pre_score_z,0.35530173405042503,0.13549708544731875,0.09980527162500001,0.6225770997499999
25,100,0.87,Intercept,-0.03552885382237894,0.5062257355557571,-1.0637318,0.9279151969999995
25,100,0.87,groupembodied,0.8857927076165975,0.2914356309469031,0.32221014350000005,1.4633074549999991
25,100,0.87,pre_score_z,0.3694530995582975,0.15691793114122238,0.05960160787500001,0.6832949167499998
25,100,1.39,Intercept,-0.40728018925679627,0.47863900296896544,-1.390840685,0.5310651337499986
25,100,1.39,groupembodied,1.301771247010875,0.30876828623407426,0.6987850710000001,1.9230875874999995
25,100,1.39,pre_score_z,0.3041549407468588,0.1390530542480917,0.033049922300000006,0.5751983844999999
25,150,0.15,Intercept,-0.5501780136152311,0.334750299861585,-1.2098293875,0.1174415762499998
25,150,0.15,groupembodied,0.2731820391052761,0.23924505916757194,-0.19931533624999997,0.7331207419999997
25,150,0.15,pre_score_z,0.19297173711726887,0.10785290371116832,-0.020716243424999996,0.40320221250000005
25,150,0.4,Intercept,-0.13403960028775772,0.42362116122675414,-0.983138305,0.6762127867499996
25,150,0.4,groupembodied,0.61676989891892,0.24295222200592517,0.13319517374999998,1.0900283674999993
25,150,0.4,pre_score_z,0.11748385063946289,0.1064575669255627,-0.09383218184999999,0.32183851025
25,150,0.87,Intercept,0.09845335131186364,0.3508944707423937,-0.6044304815,0.7871325432499997
25,150,0.87,groupembodied,0.647296470547725,0.218409235269495,0.22104571650000002,1.0877663924999998
25,150,0.87,pre_score_z,0.22764701444824376,0.11126897081968247,0.008912379877500008,0.449980798
25,150,1.39,Intercept,0.7479604908283125,0.48600348957691353,-0.2542236552499999,1.7084353124999991
25,150,1.39,groupembodied,1.395893100470125,0.26591601557445516,0.87070095475,1.9221339299999998
25,150,1.39,pre_score_z,0.42500684862175,0.12234740829502723,0.18955148025000002,0.6713528655
25,200,0.15,Intercept,-0.22738948036967044,0.4951614035186523,-1.1814552975000001,0.8075665327499996
25,200,0.15,groupembodied,0.24225484909777864,0.2186638915848726,-0.19322209699999998,0.6725351992499999
25,200,0.15,pre_score_z,0.47732791838325,0.1112552469695966,0.26506968124999997,0.6979785839999999
25,200,0.4,Intercept,0.2874322338241588,0.4504812892865186,-0.63314411675,1.1506987149999999
25,200,0.4,groupembodied,0.6654521157747062,0.2581952695842993,0.15327914350000002,1.1772721600000002
25,200,0.4,pre_score_z,0.3151741564214625,0.11413342147177086,0.09809574797500001,0.545128323
25,200,0.87,Intercept,-0.35624143214377374,0.3950471010201409,-1.14495608,0.4299636534999986
25,200,0.87,groupembodied,0.90436087545,0.21370022271203598,0.480941909,1.3196211924999994
25,200,0.87,pre_score_z,0.28570337892597625,0.09393035930054831,0.09968373705000001,0.4711208367499999
25,200,1.39,Intercept,-0.41770240507157375,0.4532029190667363,-1.3574305375,0.4651674359999998
25,200,1.39,groupembodied,1.39540341394,0.23809318474744887,0.93062883625,1.8566487375
25,200,1.39,pre_score_z,0.3326112363524825,0.10794108380263155,0.12574193575,0.5470087704999999
26,100,0.15,Intercept,-0.03294991824127437,0.3521482518744539,-0.7471972849999999,0.6746579244999996
26,100,0.15,groupembodied,-0.022935277682084997,0.2673470139033309,-0.5508717057500001,0.5031505442499996
26,100,0.15,pre_score_z,0.24319659180112374,0.12114799473503968,0.009457225792500003,0.48304531824999997
26,100,0.4,Intercept,-0.07756470274269399,0.40622009812341003,-0.9046329369999999,0.7154392479999997
26,100,0.4,groupembodied,0.8657860280516125,0.27539796624501806,0.31468318725,1.4083650575
26,100,0.4,pre_score_z,0.3962677078620625,0.12796127325338388,0.14930398725000002,0.6544907239999995
26,100,0.87,Intercept,-0.7494902530176613,0.3816194388030419,-1.5174500199999998,0.017890270049999758
26,100,0.87,groupembodied,0.3930652550116084,0.30683147407153055,-0.21482603599999997,0.9901317432499996
26,100,0.87,pre_score_z,0.11239990081225437,0.147199605093836,-0.17620299675,0.4088591737499998
26,100,1.39,Intercept,-0.24757563386035752,0.4803621742933541,-1.2233446374999999,0.7062085269999997
26,100,1.39,groupembodied,1.167990725354125,0.30162074728904037,0.581158528,1.762993707499999
26,100,1.39,pre_score_z,0.453082319874425,0.12665157548084122,0.20510802649999998,0.7000610174999997
26,150,0.15,Intercept,-0.6315233932658197,0.3521363859220902,-1.35079409,0.06588296302499999
26,150,0.15,groupembodied,0.24169510130207375,0.24709223982928172,-0.23783379425,0.7172905892499998
26,150,0.15,pre_score_z,0.08281516310428137,0.1168680387667787,-0.14683289425,0.3163883894999999
26,150,0.4,Intercept,0.489926648352875,0.4543185784272808,-0.40310003199999994,1.3886635749999998
26,150,0.4,groupembodied,0.3007716622647153,0.22706515896600024,-0.14365645400000002,0.752927664
26,150,0.4,pre_score_z,0.14196388791909825,0.11537295591950021,-0.08676145975,0.36694715374999987
26,150,0.87,Intercept,0.07014675378986751,0.5160127009080987,-0.96295075675,1.1168541899999993
26,150,0.87,groupembodied,0.5500476272031225,0.2782263167320262,-0.007157135874999982,1.0836010724999998
26,150,0.87,pre_score_z,0.44667699031425,0.12458171256915061,0.20160898025000001,0.68999903825
26,150,1.39,Intercept,-0.830788327855422,0.5269619022739852,-1.89716625,0.21199274174999994
26,150,1.39,groupembodied,1.19654387755,0.3025350240510525,0.5933948244999999,1.7893506424999999
26,150,1.39,pre_score_z,0.3088701516541875,0.11766976553628979,0.07888607005,0.5373758477499998
26,200,0.15,Intercept,-0.31955344139438,0.634153443181938,-1.6221454924999998,0.9445547137499999
26,200,0.15,groupembodied,0.18127000101736726,0.31111844795113874,-0.43537793225,0.7849273799999992
26,200,0.15,pre_score_z,0.2859502343175744,0.09710581225039366,0.09786769850000002,0.4768573374999999
26,200,0.4,Intercept,-0.5810610335452537,0.5993491323640372,-1.7681356975,0.5966469329999996
26,200,0.4,groupembodied,0.5591782017122875,0.1986907917998994,0.16752498600000001,0.95577189925
26,200,0.4,pre_score_z,0.3160386006573637,0.08852994112677866,0.141231917,0.491683671
