pid,item_id,group,pre_score_z,correct
P135,22,control,0.36088532406084306,1
P135,23,control,0.36088532406084306,1
P135,28,control,0.36088532406084306,0
P135,17,control,0.36088532406084306,0
P135,1,control,0.36088532406084306,0
P135,26,control,0.36088532406084306,1
P135,25,control,0.36088532406084306,0
P135,19,control,0.36088532406084306,0
P137,22,control,-1.092936939653346,1
P137,23,control,-1.092936939653346,1
P137,28,control,-1.092936939653346,0
P137,17,control,-1.092936939653346,0
P137,1,control,-1.092936939653346,0
P137,26,control,-1.092936939653346,1
P137,25,control,-1.092936939653346,0
P137,19,control,-1.092936939653346,1
P138,22,control,-1.5775443608914088,1
P138,23,control,-1.5775443608914088,1
P138,28,control,-1.5775443608914088,0
P138,17,control,-1.5775443608914088,0
P138,1,control,-1.5775443608914088,0
P138,26,control,-1.5775443608914088,0
P138,25,control,-1.5775443608914088,1
P138,19,control,-1.5775443608914088,0
P142,22,control,0.36088532406084306,1
P142,23,control,0.36088532406084306,0
P142,28,control,0.36088532406084306,0
P142,17,control,0.36088532406084306,1
P142,1,control,0.36088532406084306,0
P142,26,control,0.36088532406084306,0
P142,25,control,0.36088532406084306,0
P142,19,control,0.36088532406084306,0
P144,22,embodied,-0.6083295184152829,0
P144,23,embodied,-0.6083295184152829,0
P144,28,embodied,-0.6083295184152829,0
P144,17,embodied,-0.6083295184152829,0
P144,1,embodied,-0.6083295184152829,0
P144,26,embodied,-0.6083295184152829,0
P144,25,embodied,-0.6083295184152829,1
P144,19,embodied,-0.6083295184152829,0
P146,22,control,0.8454927452989061,1
P146,23,control,0.8454927452989061,1
P146,28,control,0.8454927452989061,0
P146,17,control,0.8454927452989061,0
P146,1,control,0.8454927452989061,1
P146,26,control,0.8454927452989061,1
P146,25,control,0.8454927452989061,0
P146,19,control,0.8454927452989061,0
P149,22,control,-0.6083295184152829,1
P149,23,control,-0.6083295184152829,1
P149,28,control,-0.6083295184152829,0
P149,17,control,-0.6083295184152829,1
P149,1,control,-0.6083295184152829,1
P149,26,control,-0.6083295184152829,1
P149,25,control,-0.6083295184152829,0
P149,19,control,-0.6083295184152829,0
P148,22,embodied,-0.12372209717721992,1
P148,23,embodied,-0.12372209717721992,0
P148,28,embodied,-0.12372209717721992,0
P148,17,embodied,-0.12372209717721992,0
P148,1,embodied,-0.12372209717721992,0
P148,26,embodied,-0.12372209717721992,1
P148,25,embodied,-0.12372209717721992,0
P148,19,embodied,-0.12372209717721992,0
P150,22,control,-0.12372209717721992,0
P150,23,control,-0.12372209717721992,1
P150,28,control,-0.12372209717721992,0
P150,17,control,-0.12372209717721992,0
P150,1,control,-0.12372209717721992,0
P150,26,control,-0.12372209717721992,1
P150,25,control,-0.12372209717721992,0
P150,19,control,-0.12372209717721992,0
P151,22,embodied,2.299315009013095,1
P151,23,embodied,2.299315009013095,1
P151,28,embodied,2.299315009013095,0
P151,17,embodied,2.299315009013095,0
P151,1,embodied,2.299315009013095,1
P151,26,embodied,2.299315009013095,1
P151,25,embodied,2.299315009013095,1
P151,19,embodied,2.299315009013095,0
P154,22,embodied,-0.12372209717721992,0
P154,23,embodied,-0.12372209717721992,1
P154,28,embodied,-0.12372209717721992,1
P154,17,embodied,-0.12372209717721992,0
P154,1,embodied,-0.12372209717721992,1
P154,26,embodied,-0.12372209717721992,1
P154,25,embodied,-0.12372209717721992,1
P154,19,embodied,-0.12372209717721992,0
P155,22,embodied,-0.6083295184152829,0
P155,23,embodied,-0.6083295184152829,0
P155,28,embodied,-0.6083295184152829,0
P155,17,embodied,-0.6083295184152829,0
P155,1,embodied,-0.6083295184152829,1
P155,26,embodied,-0.6083295184152829,1
P155,25,embodied,-0.6083295184152829,0
P155,19,embodied,-0.6083295184152829,1
P156,22,control,1.330100166536969,1
P156,23,control,1.330100166536969,1
P156,28,control,1.330100166536969,0
P156,17,control,1.330100166536969,0
P156,1,control,1.330100166536969,0
P156,26,control,1.330100166536969,0
P156,25,control,1.330100166536969,1
P156,19,control,1.330100166536969,0
P158,22,embodied,-0.6083295184152829,1
P158,23,embodied,-0.6083295184152829,1
P158,28,embodied,-0.6083295184152829,0
P158,17,embodied,-0.6083295184152829,0
P158,1,embodied,-0.6083295184152829,0
P158,26,embodied,-0.6083295184152829,0
P158,25,embodied,-0.6083295184152829,0
P158,19,embodied,-0.6083295184152829,0
P159,22,control,-0.12372209717721992,0
P159,23,control,-0.12372209717721992,1
P159,28,control,-0.12372209717721992,0
P159,17,control,-0.12372209717721992,0
P159,1,control,-0.12372209717721992,0
P159,26,control,-0.12372209717721992,0
P159,25,control,-0.12372209717721992,0
P159,19,control,-0.12372209717721992,0
P161,22,embodied,0.36088532406084306,0
P161,23,embodied,0.36088532406084306,1
P161,28,embodied,0.36088532406084306,0
P161,17,embodied,0.36088532406084306,1
P161,1,embodied,0.36088532406084306,0
P161,26,embodied,0.36088532406084306,1
P161,25,embodied,0.36088532406084306,1
P161,19,embodied,0.36088532406084306,1
P162,22,control,-0.6083295184152829,0
P162,23,control,-0.6083295184152829,1
P162,28,control,-0.6083295184152829,0
P162,17,control,-0.6083295184152829,0
P162,1,control,-0.6083295184152829,1
P162,26,control,-0.6083295184152829,0
P162,25,control,-0.6083295184152829,0
P162,19,control,-0.6083295184152829,0
P165,22,control,-0.6083295184152829,1
P165,23,control,-0.6083295184152829,0
P165,28,control,-0.6083295184152829,0
P165,17,control,-0.6083295184152829,0
P165,1,control,-0.6083295184152829,0
P165,26,control,-0.6083295184152829,1
P165,25,control,-0.6083295184152829,0
P165,19,control,-0.6083295184152829,1
P164,22,embodied,-0.12372209717721992,0
P164,23,embodied,-0.12372209717721992,1
P164,28,embodied,-0.12372209717721992,1
P164,17,embodied,-0.12372209717721992,0
P164,1,embodied,-0.12372209717721992,0
P164,26,embodied,-0.12372209717721992,0
P164,25,embodied,-0.12372209717721992,0
P164,19,embodied,-0.12372209717721992,1
